,exonic_length
ENSG00000187699,9312
ENSG00000187701,2235
ENSG00000187713,1566
ENSG00000187714,2410
ENSG00000187715,16164
ENSG00000187720,21538
ENSG00000187721,490
ENSG00000187726,5239
ENSG00000187730,16016
ENSG00000187733,1622
ENSG00000187735,11230
ENSG00000187736,6933
ENSG00000187741,18277
ENSG00000187742,13597
ENSG00000187747,1007
ENSG00000187753,3826
ENSG00000187754,1332
ENSG00000187758,3010
ENSG00000187762,309
ENSG00000187763,933
ENSG00000187764,29470
ENSG00000187766,875
ENSG00000187772,8188
ENSG00000187773,4829
ENSG00000187775,19157
ENSG00000187778,8728
ENSG00000187783,4277
ENSG00000187790,12651
ENSG00000187791,2227
ENSG00000187792,6938
ENSG00000187796,11502
ENSG00000187800,10820
ENSG00000187801,7551
ENSG00000187806,2259
ENSG00000187808,1614
ENSG00000187812,2560
ENSG00000187815,5020
ENSG00000187821,2724
ENSG00000187823,2612
ENSG00000187824,4979
ENSG00000187833,3042
ENSG00000187837,730
ENSG00000187838,10143
ENSG00000187840,876
ENSG00000187847,6865
ENSG00000187848,4398
ENSG00000187855,2259
ENSG00000187857,9084
ENSG00000187860,10118
ENSG00000187862,3993
ENSG00000187866,5501
ENSG00000187867,4913
ENSG00000187870,1044
ENSG00000187871,1902
ENSG00000187889,5901
ENSG00000187893,3743
ENSG00000187900,929
ENSG00000187902,8042
ENSG00000187904,589
ENSG00000187905,7241
ENSG00000187908,13150
ENSG00000187912,4726
ENSG00000187918,4369
ENSG00000187922,7071
ENSG00000187942,5406
ENSG00000187944,2659
ENSG00000187950,4140
ENSG00000187951,6004
ENSG00000187952,1233
ENSG00000187953,4543
ENSG00000187954,18551
ENSG00000187955,13079
ENSG00000187957,3917
ENSG00000187959,1612
ENSG00000187961,5580
ENSG00000187969,854
ENSG00000187979,1850
ENSG00000187980,4061
ENSG00000187984,3176
ENSG00000187987,4240
ENSG00000187988,1168
ENSG00000187994,7991
ENSG00000187997,4751
ENSG00000187999,923
ENSG00000188000,6469
ENSG00000188001,12407
ENSG00000188002,6429
ENSG00000188004,2928
ENSG00000188010,3410
ENSG00000188011,4893
ENSG00000188013,1074
ENSG00000188015,1170
ENSG00000188021,4229
ENSG00000188026,11769
ENSG00000188029,1289
ENSG00000188032,2273
ENSG00000188033,7709
ENSG00000188037,3704
ENSG00000188038,1170
ENSG00000188039,27264
ENSG00000188042,7876
ENSG00000188050,1382
ENSG00000188051,2666
ENSG00000188056,2960
ENSG00000188060,2803
ENSG00000188064,6710
ENSG00000188070,7643
ENSG00000188076,432
ENSG00000188078,442
ENSG00000188086,1958
ENSG00000188089,8612
ENSG00000188092,7785
ENSG00000188095,2451
ENSG00000188100,354
ENSG00000188101,1884
ENSG00000188107,21083
ENSG00000188112,7165
ENSG00000188120,10618
ENSG00000188124,9155
ENSG00000188130,16752
ENSG00000188133,5340
ENSG00000188152,3934
ENSG00000188153,16178
ENSG00000188155,1237
ENSG00000188157,14850
ENSG00000188158,18920
ENSG00000188162,11503
ENSG00000188163,2907
ENSG00000188167,7757
ENSG00000188171,11634
ENSG00000188175,4640
ENSG00000188176,2949
ENSG00000188177,22215
ENSG00000188185,11709
ENSG00000188186,3690
ENSG00000188191,8230
ENSG00000188199,7252
ENSG00000188211,7997
ENSG00000188215,7591
ENSG00000188219,5767
ENSG00000188223,1026
ENSG00000188227,28726
ENSG00000188229,3483
ENSG00000188234,8466
ENSG00000188242,3880
ENSG00000188243,5083
ENSG00000188257,4440
ENSG00000188263,3708
ENSG00000188266,7340
ENSG00000188269,5242
ENSG00000188277,2469
ENSG00000188280,2338
ENSG00000188282,8740
ENSG00000188283,13435
ENSG00000188290,3444
ENSG00000188293,775
ENSG00000188295,4956
ENSG00000188305,2560
ENSG00000188306,1822
ENSG00000188312,11738
ENSG00000188313,10078
ENSG00000188314,932
ENSG00000188315,8067
ENSG00000188316,4495
ENSG00000188321,17115
ENSG00000188322,6083
ENSG00000188324,1519
ENSG00000188334,648
ENSG00000188338,5189
ENSG00000188340,4406
ENSG00000188342,3909
ENSG00000188343,12004
ENSG00000188352,12699
ENSG00000188365,751
ENSG00000188368,5257
ENSG00000188372,4046
ENSG00000188373,1306
ENSG00000188375,1113
ENSG00000188379,1143
ENSG00000188383,858
ENSG00000188385,57285
ENSG00000188386,4444
ENSG00000188388,1670
ENSG00000188389,3246
ENSG00000188393,1275
ENSG00000188394,1169
ENSG00000188396,762
ENSG00000188399,654
ENSG00000188403,351
ENSG00000188404,5143
ENSG00000188408,1214
ENSG00000188419,10859
ENSG00000188425,1564
ENSG00000188428,7293
ENSG00000188438,220
ENSG00000188439,1135
ENSG00000188451,1977
ENSG00000188452,7539
ENSG00000188459,1493
ENSG00000188460,1125
ENSG00000188467,5938
ENSG00000188483,2709
ENSG00000188486,2984
ENSG00000188487,6117
ENSG00000188488,8672
ENSG00000188493,9701
ENSG00000188501,5383
ENSG00000188505,1969
ENSG00000188508,762
ENSG00000188511,8942
ENSG00000188512,312
ENSG00000188517,17691
ENSG00000188522,10584
ENSG00000188523,3480
ENSG00000188525,2947
ENSG00000188529,25021
ENSG00000188536,1680
ENSG00000188542,7078
ENSG00000188549,10804
ENSG00000188554,11128
ENSG00000188558,7242
ENSG00000188559,16576
ENSG00000188566,5209
ENSG00000188573,1329
ENSG00000188580,8018
ENSG00000188581,909
ENSG00000188582,11196
ENSG00000188585,3493
ENSG00000188596,14909
ENSG00000188599,2039
ENSG00000188603,32256
ENSG00000188610,7319
ENSG00000188611,8287
ENSG00000188612,4121
ENSG00000188613,5123
ENSG00000188620,2845
ENSG00000188624,676
ENSG00000188626,2180
ENSG00000188629,6000
ENSG00000188636,5417
ENSG00000188641,7690
ENSG00000188643,3327
ENSG00000188646,367
ENSG00000188647,22789
ENSG00000188649,10091
ENSG00000188655,4940
ENSG00000188656,1108
ENSG00000188659,6991
ENSG00000188660,9675
ENSG00000188662,1639
ENSG00000188668,1028
ENSG00000188672,4874
ENSG00000188674,3572
ENSG00000188676,5264
ENSG00000188677,9684
ENSG00000188681,2671
ENSG00000188687,12679
ENSG00000188690,15489
ENSG00000188691,1677
ENSG00000188693,3712
ENSG00000188694,1641
ENSG00000188706,7062
ENSG00000188707,5323
ENSG00000188710,2060
ENSG00000188712,936
ENSG00000188716,660
ENSG00000188725,3326
ENSG00000188729,3214
ENSG00000188730,11318
ENSG00000188732,8921
ENSG00000188735,15515
ENSG00000188738,30124
ENSG00000188739,4962
ENSG00000188747,2177
ENSG00000188755,3295
ENSG00000188760,5210
ENSG00000188761,15704
ENSG00000188763,2342
ENSG00000188765,209
ENSG00000188766,7897
ENSG00000188770,1844
ENSG00000188771,1537
ENSG00000188778,4206
ENSG00000188779,7661
ENSG00000188782,3406
ENSG00000188783,5766
ENSG00000188784,781
ENSG00000188785,9184
ENSG00000188786,8337
ENSG00000188800,1242
ENSG00000188801,1208
ENSG00000188803,10219
ENSG00000188807,9785
ENSG00000188811,7746
ENSG00000188816,1626
ENSG00000188817,5469
ENSG00000188818,11367
ENSG00000188820,1721
ENSG00000188822,5263
ENSG00000188825,18994
ENSG00000188827,11250
ENSG00000188828,10097
ENSG00000188831,1695
ENSG00000188833,3997
ENSG00000188846,10890
ENSG00000188848,16376
ENSG00000188850,772
ENSG00000188856,887
ENSG00000188859,13038
ENSG00000188868,4333
ENSG00000188869,7354
ENSG00000188873,653
ENSG00000188877,2622
ENSG00000188878,11529
ENSG00000188883,3299
ENSG00000188886,1863
ENSG00000188895,16523
ENSG00000188897,13361
ENSG00000188906,17809
ENSG00000188909,941
ENSG00000188910,3985
ENSG00000188916,9543
ENSG00000188917,8117
ENSG00000188921,9393
ENSG00000188931,769
ENSG00000188933,11329
ENSG00000188937,5497
ENSG00000188938,20581
ENSG00000188958,6053
ENSG00000188959,3037
ENSG00000188976,7742
ENSG00000188981,6926
ENSG00000188984,7817
ENSG00000188985,558
ENSG00000188986,2527
ENSG00000188991,2914
ENSG00000188992,2128
ENSG00000188993,3323
ENSG00000188994,24477
ENSG00000188996,1024
ENSG00000188997,5820
ENSG00000189001,2933
ENSG00000189002,1937
ENSG00000189007,7299
ENSG00000189013,3922
ENSG00000189014,2704
ENSG00000189023,2057
ENSG00000189030,683
ENSG00000189037,867
ENSG00000189042,11754
ENSG00000189043,4181
ENSG00000189045,10473
ENSG00000189046,5724
ENSG00000189050,6686
ENSG00000189051,5844
ENSG00000189052,874
ENSG00000189056,16638
ENSG00000189057,10296
ENSG00000189058,2962
ENSG00000189060,2343
ENSG00000189064,523
ENSG00000189067,15553
ENSG00000189068,2699
ENSG00000189077,6410
ENSG00000189079,16975
ENSG00000189089,1163
ENSG00000189090,462
ENSG00000189091,16211
ENSG00000189099,984
ENSG00000189108,4119
ENSG00000189114,5308
ENSG00000189120,4042
ENSG00000189127,4096
ENSG00000189129,1882
ENSG00000189132,2119
ENSG00000189134,1661
ENSG00000189136,5122
ENSG00000189139,3134
ENSG00000189143,11264
ENSG00000189144,8963
ENSG00000189145,404
ENSG00000189149,4619
ENSG00000189152,3395
ENSG00000189157,13094
ENSG00000189159,6938
ENSG00000189164,8480
ENSG00000189166,2680
ENSG00000189167,2511
ENSG00000189169,1151
ENSG00000189171,3997
ENSG00000189180,22684
ENSG00000189181,1006
ENSG00000189182,5425
ENSG00000189184,15947
ENSG00000189186,6907
ENSG00000189190,13916
ENSG00000189195,14101
ENSG00000189196,2125
ENSG00000189212,10009
ENSG00000189221,8816
ENSG00000189223,45339
ENSG00000189227,6159
ENSG00000189229,21244
ENSG00000189233,4089
ENSG00000189238,34979
ENSG00000189241,10944
ENSG00000189252,588
ENSG00000189253,2683
ENSG00000189266,5598
ENSG00000189269,1538
ENSG00000189275,6988
ENSG00000189280,1353
ENSG00000189283,9646
ENSG00000189292,3388
ENSG00000189295,1657
ENSG00000189298,9978
ENSG00000189299,2792
ENSG00000189306,6061
ENSG00000189308,16447
ENSG00000189316,1059
ENSG00000189319,8715
ENSG00000189320,4805
ENSG00000189325,3723
ENSG00000189326,986
ENSG00000189332,7583
ENSG00000189334,1930
ENSG00000189337,18768
ENSG00000189339,16276
ENSG00000189343,882
ENSG00000189348,1859
ENSG00000189350,21363
ENSG00000189357,4783
ENSG00000189362,7720
ENSG00000189366,836
ENSG00000189367,17797
ENSG00000189369,2790
ENSG00000189372,475
ENSG00000189375,7957
ENSG00000189376,3827
ENSG00000189377,1740
ENSG00000189398,972
ENSG00000189401,1722
ENSG00000189403,14451
ENSG00000189409,5846
ENSG00000189410,7826
ENSG00000189419,11760
ENSG00000189420,6101
ENSG00000189423,9326
ENSG00000189430,3807
ENSG00000189431,2803
ENSG00000189433,1442
ENSG00000194297,128
ENSG00000194717,80
ENSG00000195024,143
ENSG00000195401,103
ENSG00000196071,2015
ENSG00000196072,7272
ENSG00000196074,8490
ENSG00000196081,3802
ENSG00000196083,25895
ENSG00000196085,227
ENSG00000196090,23260
ENSG00000196091,11177
ENSG00000196092,18261
ENSG00000196096,1724
ENSG00000196098,965
ENSG00000196099,1052
ENSG00000196101,1172
ENSG00000196104,14744
ENSG00000196109,6634
ENSG00000196110,8463
ENSG00000196114,398
ENSG00000196115,3595
ENSG00000196116,4364
ENSG00000196118,10709
ENSG00000196119,8813
ENSG00000196123,11290
ENSG00000196126,1223
ENSG00000196131,1583
ENSG00000196132,11944
ENSG00000196136,8953
ENSG00000196139,5922
ENSG00000196141,28662
ENSG00000196143,978
ENSG00000196150,10368
ENSG00000196151,3600
ENSG00000196152,4488
ENSG00000196154,1862
ENSG00000196155,19109
ENSG00000196156,990
ENSG00000196159,28297
ENSG00000196166,5593
ENSG00000196167,25433
ENSG00000196169,7312
ENSG00000196171,974
ENSG00000196172,7546
ENSG00000196177,7180
ENSG00000196182,12115
ENSG00000196183,855
ENSG00000196184,5834
ENSG00000196187,12978
ENSG00000196188,4165
ENSG00000196189,12585
ENSG00000196196,934
ENSG00000196199,6404
ENSG00000196204,12167
ENSG00000196205,1388
ENSG00000196208,16492
ENSG00000196209,7725
ENSG00000196214,11761
ENSG00000196218,17628
ENSG00000196220,27851
ENSG00000196224,898
ENSG00000196227,6304
ENSG00000196228,908
ENSG00000196230,6031
ENSG00000196231,1271
ENSG00000196233,40633
ENSG00000196235,11564
ENSG00000196236,12042
ENSG00000196240,4579
ENSG00000196242,10743
ENSG00000196243,1401
ENSG00000196247,17335
ENSG00000196248,1120
ENSG00000196260,1566
ENSG00000196262,7420
ENSG00000196263,12691
ENSG00000196266,1928
ENSG00000196267,7686
ENSG00000196268,17840
ENSG00000196273,9953
ENSG00000196274,342
ENSG00000196275,12280
ENSG00000196277,10115
ENSG00000196284,10173
ENSG00000196289,1295
ENSG00000196290,7141
ENSG00000196295,58242
ENSG00000196296,5872
ENSG00000196299,24018
ENSG00000196301,341
ENSG00000196302,414
ENSG00000196305,11162
ENSG00000196312,14796
ENSG00000196313,12353
ENSG00000196323,34620
ENSG00000196329,10586
ENSG00000196335,8858
ENSG00000196337,4012
ENSG00000196338,9910
ENSG00000196341,9534
ENSG00000196344,4189
ENSG00000196345,7162
ENSG00000196350,3840
ENSG00000196352,11976
ENSG00000196353,14048
ENSG00000196357,6511
ENSG00000196358,8893
ENSG00000196361,5376
ENSG00000196363,3953
ENSG00000196364,2451
ENSG00000196365,9973
ENSG00000196366,5143
ENSG00000196367,24343
ENSG00000196368,2379
ENSG00000196369,10285
ENSG00000196371,6058
ENSG00000196372,5989
ENSG00000196376,8927
ENSG00000196378,4943
ENSG00000196381,5534
ENSG00000196383,3693
ENSG00000196387,12630
ENSG00000196388,2385
ENSG00000196390,686
ENSG00000196391,9512
ENSG00000196395,304
ENSG00000196396,6306
ENSG00000196403,935
ENSG00000196405,15482
ENSG00000196406,680
ENSG00000196407,1397
ENSG00000196408,4336
ENSG00000196411,9457
ENSG00000196415,1267
ENSG00000196417,15626
ENSG00000196418,6572
ENSG00000196419,5044
ENSG00000196420,1058
ENSG00000196421,8485
ENSG00000196422,15116
ENSG00000196427,2779
ENSG00000196428,15839
ENSG00000196431,1107
ENSG00000196433,2412
ENSG00000196436,1877
ENSG00000196437,14986
ENSG00000196440,16370
ENSG00000196449,1843
ENSG00000196453,3166
ENSG00000196455,7490
ENSG00000196456,3404
ENSG00000196458,17576
ENSG00000196459,10691
ENSG00000196460,4272
ENSG00000196465,5734
ENSG00000196466,5443
ENSG00000196468,1663
ENSG00000196470,10626
ENSG00000196472,712
ENSG00000196475,1867
ENSG00000196476,1926
ENSG00000196482,29467
ENSG00000196497,10797
ENSG00000196498,22095
ENSG00000196502,13760
ENSG00000196503,3956
ENSG00000196504,12068
ENSG00000196505,11787
ENSG00000196507,4250
ENSG00000196510,10863
ENSG00000196511,14010
ENSG00000196517,8593
ENSG00000196526,17058
ENSG00000196531,16551
ENSG00000196534,4155
ENSG00000196535,23536
ENSG00000196539,956
ENSG00000196542,6082
ENSG00000196544,1835
ENSG00000196547,22612
ENSG00000196549,17459
ENSG00000196550,7394
ENSG00000196553,4179
ENSG00000196557,15433
ENSG00000196562,12090
ENSG00000196564,743
ENSG00000196565,1134
ENSG00000196566,740
ENSG00000196569,11445
ENSG00000196570,552
ENSG00000196576,11926
ENSG00000196578,929
ENSG00000196581,13507
ENSG00000196584,9412
ENSG00000196586,18654
ENSG00000196588,16162
ENSG00000196589,1629
ENSG00000196591,19196
ENSG00000196593,3135
ENSG00000196597,11095
ENSG00000196600,5390
ENSG00000196604,5299
ENSG00000196605,7044
ENSG00000196610,2860
ENSG00000196611,1961
ENSG00000196616,16431
ENSG00000196620,2128
ENSG00000196628,67865
ENSG00000196632,19254
ENSG00000196634,450
ENSG00000196636,2808
ENSG00000196639,11634
ENSG00000196642,17750
ENSG00000196646,11713
ENSG00000196652,14035
ENSG00000196653,6880
ENSG00000196655,9592
ENSG00000196656,629
ENSG00000196659,3798
ENSG00000196660,14018
ENSG00000196663,10852
ENSG00000196664,5297
ENSG00000196666,1385
ENSG00000196668,3668
ENSG00000196670,10268
ENSG00000196678,17413
ENSG00000196683,3413
ENSG00000196684,8252
ENSG00000196689,11462
ENSG00000196693,15014
ENSG00000196696,7564
ENSG00000196700,5965
ENSG00000196704,10500
ENSG00000196705,18028
ENSG00000196711,1534
ENSG00000196712,36716
ENSG00000196715,19294
ENSG00000196724,11500
ENSG00000196730,21519
ENSG00000196734,1137
ENSG00000196735,9764
ENSG00000196739,19204
ENSG00000196741,2489
ENSG00000196743,4628
ENSG00000196747,502
ENSG00000196748,912
ENSG00000196754,2913
ENSG00000196756,43877
ENSG00000196757,6229
ENSG00000196758,3698
ENSG00000196767,3837
ENSG00000196772,2293
ENSG00000196776,13006
ENSG00000196778,11027
ENSG00000196781,6456
ENSG00000196782,7885
ENSG00000196787,2249
ENSG00000196792,8554
ENSG00000196793,5194
ENSG00000196796,1346
ENSG00000196800,290
ENSG00000196805,616
ENSG00000196810,15432
ENSG00000196811,4807
ENSG00000196812,1275
ENSG00000196814,12404
ENSG00000196821,4957
ENSG00000196826,4501
ENSG00000196832,5593
ENSG00000196834,9431
ENSG00000196839,4347
ENSG00000196843,5968
ENSG00000196844,2374
ENSG00000196850,6203
ENSG00000196859,3457
ENSG00000196860,851
ENSG00000196862,7189
ENSG00000196865,11590
ENSG00000196866,509
ENSG00000196867,8121
ENSG00000196872,6325
ENSG00000196873,23898
ENSG00000196876,26825
ENSG00000196878,6145
ENSG00000196890,2363
ENSG00000196893,1487
ENSG00000196900,805
ENSG00000196911,12122
ENSG00000196912,9019
ENSG00000196914,34015
ENSG00000196917,4768
ENSG00000196922,15352
ENSG00000196923,7189
ENSG00000196924,18236
ENSG00000196932,11639
ENSG00000196933,347
ENSG00000196935,34969
ENSG00000196937,3900
ENSG00000196943,8075
ENSG00000196944,2008
ENSG00000196946,7215
ENSG00000196950,12152
ENSG00000196951,10719
ENSG00000196954,9989
ENSG00000196961,11981
ENSG00000196967,20083
ENSG00000196968,7654
ENSG00000196970,4287
ENSG00000196972,2815
ENSG00000196975,14022
ENSG00000196976,946
ENSG00000196979,3256
ENSG00000196981,4216
ENSG00000196990,4010
ENSG00000196993,2115
ENSG00000196998,19469
ENSG00000197006,14165
ENSG00000197008,11499
ENSG00000197013,11069
ENSG00000197016,18126
ENSG00000197019,2082
ENSG00000197020,10501
ENSG00000197021,5726
ENSG00000197023,1003
ENSG00000197024,13420
ENSG00000197037,23408
ENSG00000197038,1394
ENSG00000197043,8172
ENSG00000197044,7440
ENSG00000197045,17026
ENSG00000197046,6879
ENSG00000197050,7991
ENSG00000197054,6783
ENSG00000197056,16777
ENSG00000197057,8436
ENSG00000197061,404
ENSG00000197062,10203
ENSG00000197063,7236
ENSG00000197067,2074
ENSG00000197070,8189
ENSG00000197077,31927
ENSG00000197079,2176
ENSG00000197081,20873
ENSG00000197083,4707
ENSG00000197084,851
ENSG00000197085,7794
ENSG00000197092,1290
ENSG00000197093,7554
ENSG00000197099,19345
ENSG00000197102,66018
ENSG00000197106,6946
ENSG00000197110,946
ENSG00000197111,18525
ENSG00000197114,7020
ENSG00000197119,19589
ENSG00000197121,27767
ENSG00000197122,12295
ENSG00000197123,2634
ENSG00000197124,12775
ENSG00000197125,4943
ENSG00000197128,12478
ENSG00000197134,12822
ENSG00000197136,9430
ENSG00000197140,11797
ENSG00000197142,7563
ENSG00000197147,21045
ENSG00000197149,872
ENSG00000197150,15909
ENSG00000197153,1031
ENSG00000197157,8727
ENSG00000197161,929
ENSG00000197162,6999
ENSG00000197165,4364
ENSG00000197168,10915
ENSG00000197170,8290
ENSG00000197171,10478
ENSG00000197172,5016
ENSG00000197176,2808
ENSG00000197177,9714
ENSG00000197180,596
ENSG00000197181,8058
ENSG00000197182,7587
ENSG00000197183,16140
ENSG00000197185,468
ENSG00000197191,2054
ENSG00000197208,2816
ENSG00000197210,4827
ENSG00000197213,4056
ENSG00000197214,879
ENSG00000197217,9729
ENSG00000197223,6361
ENSG00000197226,19781
ENSG00000197233,941
ENSG00000197238,388
ENSG00000197241,1527
ENSG00000197245,2797
ENSG00000197249,11315
ENSG00000197251,2105
ENSG00000197253,2428
ENSG00000197254,737
ENSG00000197256,14257
ENSG00000197258,1827
ENSG00000197261,6739
ENSG00000197265,2748
ENSG00000197272,1422
ENSG00000197273,594
ENSG00000197275,7099
ENSG00000197279,2510
ENSG00000197283,12542
ENSG00000197291,9655
ENSG00000197296,4626
ENSG00000197299,9966
ENSG00000197301,6349
ENSG00000197302,17091
ENSG00000197308,4569
ENSG00000197309,4631
ENSG00000197312,14598
ENSG00000197320,2031
ENSG00000197321,17080
ENSG00000197322,6971
ENSG00000197323,11475
ENSG00000197324,9685
ENSG00000197329,4704
ENSG00000197332,3705
ENSG00000197334,268
ENSG00000197343,29823
ENSG00000197345,4911
ENSG00000197353,589
ENSG00000197355,10309
ENSG00000197358,2163
ENSG00000197360,3879
ENSG00000197361,5086
ENSG00000197362,6194
ENSG00000197363,10851
ENSG00000197364,336
ENSG00000197372,9835
ENSG00000197375,18329
ENSG00000197376,2632
ENSG00000197380,8195
ENSG00000197381,15335
ENSG00000197385,3772
ENSG00000197386,28351
ENSG00000197403,3749
ENSG00000197405,3361
ENSG00000197406,2101
ENSG00000197408,6622
ENSG00000197409,502
ENSG00000197410,27984
ENSG00000197415,11454
ENSG00000197416,806
ENSG00000197417,3781
ENSG00000197421,3674
ENSG00000197428,4682
ENSG00000197429,4320
ENSG00000197430,6869
ENSG00000197437,3611
ENSG00000197442,5304
ENSG00000197444,7894
ENSG00000197446,5162
ENSG00000197448,7994
ENSG00000197451,6473
ENSG00000197454,2427
ENSG00000197457,5017
ENSG00000197461,5658
ENSG00000197462,832
ENSG00000197465,3493
ENSG00000197467,22994
ENSG00000197468,929
ENSG00000197471,21099
ENSG00000197472,5441
ENSG00000197475,3855
ENSG00000197476,318
ENSG00000197479,6123
ENSG00000197483,7205
ENSG00000197487,1134
ENSG00000197496,5301
ENSG00000197497,12453
ENSG00000197498,4118
ENSG00000197503,1706
ENSG00000197506,5273
ENSG00000197520,4229
ENSG00000197530,21332
ENSG00000197532,9664
ENSG00000197535,28057
ENSG00000197536,10779
ENSG00000197540,1457
ENSG00000197548,11946
ENSG00000197549,4675
ENSG00000197550,3270
ENSG00000197555,16413
ENSG00000197557,5743
ENSG00000197558,24912
ENSG00000197561,1399
ENSG00000197562,10105
ENSG00000197563,62960
ENSG00000197565,14741
ENSG00000197566,9153
ENSG00000197568,3576
ENSG00000197575,407
ENSG00000197576,5983
ENSG00000197579,7747
