,exon_chrom_start
ENSG00000169710,82098121
ENSG00000153902,35134511
ENSG00000161944,7114615
ENSG00000162997,55282319
ENSG00000263635,15075445
ENSG00000286815,15150905
ENSG00000264880,15164327
ENSG00000287723,15165338
ENSG00000230750,10385779
ENSG00000286293,15185842
ENSG00000265015,15197545
ENSG00000272865,242147230
ENSG00000285441,159761037
ENSG00000265631,15247429
ENSG00000286669,47255850
ENSG00000213690,242376923
ENSG00000266818,15254418
ENSG00000274198,58747055
ENSG00000251352,180671892
ENSG00000257704,47274885
ENSG00000248717,180684766
ENSG00000271657,62168862
ENSG00000236791,180692832
ENSG00000197405,47290023
ENSG00000174339,180739042
ENSG00000120438,159789405
ENSG00000115355,55419017
ENSG00000111971,31670909
ENSG00000134830,47332175
ENSG00000169020,673912
ENSG00000270614,9348106
ENSG00000205476,99603167
ENSG00000134815,47349315
ENSG00000182628,59155131
ENSG00000264754,67524481
ENSG00000216621,149934527
ENSG00000288109,67658804
ENSG00000186652,57390596
ENSG00000279361,67637774
ENSG00000279917,67611277
ENSG00000237320,34999956
ENSG00000154217,67377459
ENSG00000232153,34737081
ENSG00000272027,34694200
ENSG00000143954,79025686
ENSG00000235064,33839782
ENSG00000285754,34220352
ENSG00000237790,34067226
ENSG00000125037,9986507
ENSG00000136628,220046343
ENSG00000228262,33706886
ENSG00000131015,149942014
ENSG00000169026,684719
ENSG00000175175,58755854
ENSG00000072195,219434843
ENSG00000273893,46681676
ENSG00000215094,149951833
ENSG00000111981,149963943
ENSG00000224297,74935176
ENSG00000158296,46651311
ENSG00000135045,74952186
ENSG00000224738,59106598
ENSG00000241462,58897776
ENSG00000254979,57423982
ENSG00000108395,59015610
ENSG00000261630,53981650
ENSG00000260194,53999688
ENSG00000226994,34799850
ENSG00000230454,50260303
ENSG00000221946,35143250
ENSG00000156017,75028012
ENSG00000180385,9986893
ENSG00000149231,96387530
ENSG00000239946,114873114
ENSG00000260493,85176831
ENSG00000103494,53703803
ENSG00000240002,114930541
ENSG00000242290,114445521
ENSG00000232352,50267281
ENSG00000241295,114684580
ENSG00000280161,180810401
ENSG00000239649,33727149
ENSG00000131446,180815414
ENSG00000242767,115100423
ENSG00000270175,53500162
ENSG00000115226,27494878
ENSG00000206567,10010886
ENSG00000273507,39053019
ENSG00000235997,30346659
ENSG00000205108,34729284
ENSG00000183722,39602883
ENSG00000225989,30563598
ENSG00000287658,30348033
ENSG00000120533,109334324
ENSG00000288583,34702953
ENSG00000105419,47418170
ENSG00000161980,53476
ENSG00000172830,67303530
ENSG00000137077,34710000
ENSG00000269982,9958717
ENSG00000214823,39169636
ENSG00000227678,130142684
ENSG00000144554,10026414
ENSG00000288571,36764896
ENSG00000287514,36779475
ENSG00000229587,75015745
ENSG00000203321,74952968
ENSG00000164483,130365120
ENSG00000230453,33524394
ENSG00000153303,168092971
ENSG00000128519,122994704
ENSG00000253848,93741193
ENSG00000240889,140696915
ENSG00000226680,123103526
ENSG00000133597,140672945
ENSG00000122728,32629454
ENSG00000187791,34895579
ENSG00000230516,32644829
ENSG00000223440,32633454
ENSG00000107738,71773358
ENSG00000238001,32676063
ENSG00000156398,102714538
ENSG00000230867,32727069
ENSG00000215375,673580
ENSG00000287429,11290569
ENSG00000287475,86399096
ENSG00000175643,11249619
ENSG00000257198,34838350
ENSG00000223872,157501322
ENSG00000287368,34810020
ENSG00000214688,71719627
ENSG00000231120,149977922
ENSG00000237876,45687548
ENSG00000219298,149977471
ENSG00000235366,45701027
ENSG00000280154,30408170
ENSG00000262636,11380859
ENSG00000122304,11276100
ENSG00000280382,50601006
ENSG00000223817,71511778
ENSG00000233191,157513294
ENSG00000253349,89823548
ENSG00000066056,43300982
ENSG00000275103,89826593
ENSG00000286128,180835424
ENSG00000225123,33574361
ENSG00000278970,180830072
ENSG00000280266,157525783
ENSG00000180008,55027230
ENSG00000286598,23403848
ENSG00000245060,180830326
ENSG00000261418,23430839
ENSG00000257824,54543987
ENSG00000161981,53828
ENSG00000123338,54497752
ENSG00000174015,45702320
ENSG00000262999,11465260
ENSG00000262703,11349168
ENSG00000178257,11273199
ENSG00000270022,42615244
ENSG00000285904,140640909
ENSG00000235289,70353010
ENSG00000188897,11383642
ENSG00000229229,70402934
ENSG00000174450,23447098
ENSG00000214318,63496989
ENSG00000269989,63485601
ENSG00000218358,150005073
ENSG00000206075,63476958
ENSG00000155918,150025387
ENSG00000261294,1207017
ENSG00000277010,1223639
ENSG00000116176,1225207
ENSG00000110429,33770741
ENSG00000276916,113511747
ENSG00000276248,113527260
ENSG00000125787,3043622
ENSG00000226360,61742455
ENSG00000150403,113491021
ENSG00000285427,159761994
ENSG00000178279,11267748
ENSG00000120437,159762045
ENSG00000114405,62318973
ENSG00000260403,1157647
ENSG00000100796,91509506
ENSG00000286729,129277753
ENSG00000179913,17794828
ENSG00000181789,129249606
ENSG00000175646,11281127
ENSG00000168175,55051647
ENSG00000185338,11256079
ENSG00000196557,1153106
ENSG00000263080,11345113
ENSG00000148803,133357923
ENSG00000216444,150032769
ENSG00000235972,150041781
ENSG00000213091,150042546
ENSG00000081800,123199848
ENSG00000248099,17821317
ENSG00000241472,62369306
ENSG00000270733,26263041
ENSG00000227432,219516696
ENSG00000130695,26234200
ENSG00000286143,219491867
ENSG00000263938,58965952
ENSG00000286095,219496125
ENSG00000112096,159693145
ENSG00000268603,219497611
ENSG00000131019,150068979
ENSG00000188133,32783540
ENSG00000287033,211382399
ENSG00000286359,86403090
ENSG00000270207,7659160
ENSG00000113645,168291651
ENSG00000242936,95644952
ENSG00000025039,89411846
ENSG00000288030,7241916
ENSG00000237665,6893920
ENSG00000231193,32841481
ENSG00000236796,32869520
ENSG00000226258,6644839
ENSG00000163114,95840093
ENSG00000250655,96212279
ENSG00000244515,157162663
ENSG00000184677,22428838
ENSG00000241770,157163452
ENSG00000196670,180861219
ENSG00000148225,113340217
ENSG00000165566,25171913
ENSG00000176155,82106270
ENSG00000236202,7535247
ENSG00000257069,64291722
ENSG00000234056,25179777
ENSG00000254208,85177960
ENSG00000178723,34917175
ENSG00000189229,6490479
ENSG00000276984,424243
ENSG00000215199,34922184
ENSG00000279550,25190063
ENSG00000176731,85220306
ENSG00000238169,25181399
ENSG00000076924,7629477
ENSG00000219435,64300358
ENSG00000122733,34957608
ENSG00000163661,157436850
ENSG00000136932,97922418
ENSG00000250220,73259209
ENSG00000249976,73337233
ENSG00000286361,157234887
ENSG00000243176,157175223
ENSG00000198729,150143044
ENSG00000182450,64291302
ENSG00000270981,157230320
ENSG00000266901,79703565
ENSG00000135917,227717943
ENSG00000060069,79679803
ENSG00000234140,29982616
ENSG00000197415,157503277
ENSG00000186162,10026041
ENSG00000235814,30050330
ENSG00000261049,54054528
ENSG00000249748,35938822
ENSG00000275463,54281406
ENSG00000147813,143574986
ENSG00000287070,97921590
ENSG00000232238,148595158
ENSG00000102096,48918774
ENSG00000239557,52373652
ENSG00000114841,52316319
ENSG00000237200,22517474
ENSG00000232546,66848496
ENSG00000109065,74776267
ENSG00000262172,79992799
ENSG00000230295,66880708
ENSG00000261978,80023894
ENSG00000232901,10000647
ENSG00000273142,66902857
ENSG00000163705,10108015
ENSG00000172023,79086812
ENSG00000236152,6773037
ENSG00000167291,80035795
ENSG00000223719,6692319
ENSG00000179131,66914581
ENSG00000283240,16661766
ENSG00000237456,62124204
ENSG00000255871,16693800
ENSG00000179950,143829280
ENSG00000145626,35991147
ENSG00000196277,6770001
ENSG00000171596,231530359
ENSG00000144724,61561569
ENSG00000235313,31563166
ENSG00000230613,31573142
ENSG00000070886,22563564
ENSG00000101898,31547412
ENSG00000231494,231559903
ENSG00000223595,123230120
ENSG00000228884,231585864
ENSG00000229217,10057973
ENSG00000286399,231592704
ENSG00000177673,231592864
ENSG00000106682,74174245
ENSG00000125863,10434108
ENSG00000234373,33576380
ENSG00000266654,82160056
ENSG00000265678,82153430
ENSG00000218965,89422887
ENSG00000206504,29964492
ENSG00000118162,47483935
ENSG00000287496,37728596
ENSG00000137522,71929046
ENSG00000121310,52921553
ENSG00000267152,37730483
ENSG00000232516,30021246
ENSG00000237884,29995625
ENSG00000236809,211417025
ENSG00000153363,211382803
ENSG00000198945,130013699
ENSG00000187514,231706895
ENSG00000114737,50608373
ENSG00000196743,151212150
ENSG00000256211,16989126
ENSG00000213235,16990670
ENSG00000189144,37740084
ENSG00000287455,17066368
ENSG00000285724,17167660
ENSG00000242991,17121716
ENSG00000173372,22636628
ENSG00000198624,151223923
ENSG00000114738,50611520
ENSG00000263787,48185938
ENSG00000141293,48430075
ENSG00000133740,85177225
ENSG00000130935,67717936
ENSG00000005175,47705952
ENSG00000135999,148644440
ENSG00000106609,66921225
ENSG00000285723,10420546
ENSG00000285508,10431684
ENSG00000259371,24120956
ENSG00000215512,15330106
ENSG00000214140,76527586
ENSG00000100897,24114195
ENSG00000172315,46689132
ENSG00000276950,24005245
ENSG00000118160,47471789
ENSG00000235689,24008228
ENSG00000197889,14959439
ENSG00000258648,30683045
ENSG00000240513,30819714
ENSG00000258558,30822495
ENSG00000243855,30791098
ENSG00000254070,46671839
ENSG00000025772,44960207
ENSG00000251470,46697630
ENSG00000214765,45728178
ENSG00000228984,46784800
ENSG00000143643,230978560
ENSG00000250857,46792065
ENSG00000267422,37779686
ENSG00000235623,14986942
ENSG00000286554,46814925
ENSG00000264548,82214227
ENSG00000286484,46819013
ENSG00000215900,31095481
ENSG00000225142,31108188
ENSG00000149346,10435305
ENSG00000267640,37817359
ENSG00000084628,31239494
ENSG00000196085,35219377
ENSG00000288535,35263711
ENSG00000279706,68250469
ENSG00000196873,68232003
ENSG00000256896,17383352
ENSG00000256756,17400399
ENSG00000235036,10612861
ENSG00000100600,92748489
ENSG00000225868,37855104
ENSG00000253444,2512433
ENSG00000287896,47469910
ENSG00000256389,17589257
ENSG00000226285,79543911
ENSG00000282686,2495522
ENSG00000287488,79657947
ENSG00000228547,14999050
ENSG00000256994,17589706
ENSG00000253855,2518998
ENSG00000282142,2529622
ENSG00000161544,76537400
ENSG00000229447,31263245
ENSG00000270859,242671140
ENSG00000112414,142301854
ENSG00000182531,15007861
ENSG00000215800,242772620
ENSG00000060688,31296611
ENSG00000270818,242882066
ENSG00000277526,2623295
ENSG00000277704,242890247
ENSG00000230199,242975005
ENSG00000234116,243007374
ENSG00000231512,243047712
ENSG00000237470,15021804
ENSG00000159189,22643633
ENSG00000279861,47487638
ENSG00000254741,143579636
ENSG00000253853,2726956
ENSG00000235300,48294347
ENSG00000278455,243049782
ENSG00000104524,143609458
ENSG00000101104,44910060
ENSG00000105402,47514843
ENSG00000214837,243101386
ENSG00000254319,2728330
ENSG00000266222,48380183
ENSG00000267543,76549951
ENSG00000248510,96310701
ENSG00000284725,227724440
ENSG00000272386,76551352
ENSG00000253326,243056117
ENSG00000267546,76557624
ENSG00000236880,124688504
ENSG00000284718,227728335
ENSG00000226532,124326175
ENSG00000232412,123961189
ENSG00000284635,227745845
ENSG00000264451,48460370
ENSG00000183918,124227868
ENSG00000268433,21677550
ENSG00000226718,227778510
ENSG00000268535,21709522
ENSG00000268117,21719801
ENSG00000120094,48530328
ENSG00000128284,36160669
ENSG00000255296,71939211
ENSG00000069966,52191322
ENSG00000157119,42685537
ENSG00000206403,31678272
ENSG00000127884,133373246
ENSG00000197020,21767427
ENSG00000229172,227801840
ENSG00000233292,89139044
ENSG00000138135,89205629
ENSG00000227129,31939095
ENSG00000259076,64596462
ENSG00000165807,64549961
ENSG00000226562,33580695
ENSG00000125629,118088452
ENSG00000275888,82244770
ENSG00000141551,82248875
ENSG00000214243,76650401
ENSG00000269845,21750747
ENSG00000276390,47699401
ENSG00000279605,143578358
ENSG00000179886,143597831
ENSG00000268184,21793517
ENSG00000275516,79952663
ENSG00000165516,49768153
ENSG00000269136,21800480
ENSG00000234768,168194358
ENSG00000009694,124963537
ENSG00000287056,168217032
ENSG00000237987,168226309
ENSG00000255050,143573490
ENSG00000137628,168318622
ENSG00000228361,168229732
ENSG00000164823,89901849
ENSG00000234647,168242938
ENSG00000230711,168286905
ENSG00000268438,21826513
ENSG00000198521,21851905
ENSG00000173917,48542955
ENSG00000138670,81471021
ENSG00000104529,143597348
ENSG00000164488,168319388
ENSG00000271784,46689659
ENSG00000268400,7629796
ENSG00000230475,31678791
ENSG00000197496,46709649
ENSG00000125901,3046052
ENSG00000239552,48557262
ENSG00000233101,48549630
ENSG00000259010,64600243
ENSG00000235922,46863563
ENSG00000159459,43105942
ENSG00000076944,7636881
ENSG00000224417,168302077
ENSG00000066923,100177563
ENSG00000274311,54257796
ENSG00000260771,168374697
ENSG00000067900,21110818
ENSG00000169964,44861912
ENSG00000229077,31955413
ENSG00000141519,80036642
ENSG00000204982,33613848
ENSG00000205274,33617762
ENSG00000163808,44761794
ENSG00000186334,151303227
ENSG00000215475,45851495
ENSG00000146830,100688204
ENSG00000230953,52920422
ENSG00000231866,52925249
ENSG00000163597,76557764
ENSG00000197253,1230162
ENSG00000148795,102837065
ENSG00000164120,174522359
ENSG00000285539,42713927
ENSG00000144649,42979267
ENSG00000263317,52390515
ENSG00000274685,133374736
ENSG00000267458,12944324
ENSG00000120093,48552027
ENSG00000179218,12938578
ENSG00000234564,124205307
ENSG00000268061,47484282
ENSG00000171502,86156341
ENSG00000128833,52295610
ENSG00000132854,62263092
ENSG00000276070,36210924
ENSG00000231991,33624274
ENSG00000235288,42852375
ENSG00000183938,33629121
ENSG00000118156,47555550
ENSG00000144488,238100340
ENSG00000232375,43037121
ENSG00000259910,1160131
ENSG00000010282,42693077
ENSG00000172954,30447226
ENSG00000267078,76569792
ENSG00000284526,76567453
ENSG00000227115,51346249
ENSG00000070731,76585684
ENSG00000205403,109761517
ENSG00000287740,2877872
ENSG00000166272,102743948
ENSG00000112562,168441184
ENSG00000182742,48577863
ENSG00000266201,51421626
ENSG00000266003,51433437
ENSG00000265402,51612639
ENSG00000255829,8664011
ENSG00000226364,52862121
ENSG00000256004,8678773
ENSG00000257178,48579630
ENSG00000248448,81919995
ENSG00000217809,10888582
ENSG00000248543,82012959
ENSG00000270792,10672928
ENSG00000113643,168486471
ENSG00000108511,48604480
ENSG00000272556,45769105
ENSG00000248282,81733385
ENSG00000227011,52985513
ENSG00000224961,10696949
ENSG00000262902,53105734
ENSG00000234900,10765170
ENSG00000125482,132406790
ENSG00000101384,10673450
ENSG00000145241,67545338
ENSG00000281742,70912599
ENSG00000262518,53438556
ENSG00000285939,54066577
ENSG00000263252,53353427
ENSG00000144524,231781671
ENSG00000262384,53681630
ENSG00000101405,3071620
ENSG00000230148,48543551
ENSG00000263189,53952936
ENSG00000232524,123456629
ENSG00000213876,7140930
ENSG00000141200,53822927
ENSG00000269615,21940820
ENSG00000164675,123532376
ENSG00000160321,22010792
ENSG00000233380,53756989
ENSG00000175782,68746125
ENSG00000262271,53434131
ENSG00000134193,119811409
ENSG00000285330,109801915
ENSG00000237845,235943567
ENSG00000123739,109729602
ENSG00000229291,235971761
ENSG00000101200,3084555
ENSG00000261965,54477796
ENSG00000288036,54670396
ENSG00000235535,123389421
ENSG00000120075,48593121
ENSG00000229013,35471716
ENSG00000234587,35724759
ENSG00000233752,36299388
ENSG00000271095,21997648
ENSG00000279377,21965708
ENSG00000260025,36354749
ENSG00000179262,12945855
ENSG00000277383,47607873
ENSG00000281491,34989159
ENSG00000114648,47282917
ENSG00000105639,17847946
ENSG00000285691,123519697
ENSG00000269504,22036165
ENSG00000285941,123589711
ENSG00000115009,227805739
ENSG00000227995,93881293
ENSG00000063169,47608196
ENSG00000186439,123636754
ENSG00000230428,451404
ENSG00000197134,22052430
ENSG00000090565,425649
ENSG00000091127,105522052
ENSG00000242285,160584945
ENSG00000179674,160677160
ENSG00000183514,227870083
ENSG00000278999,47661657
ENSG00000278097,36226685
ENSG00000276755,36234447
ENSG00000278395,36241701
ENSG00000165525,49852695
ENSG00000024422,47713422
ENSG00000234122,33634111
ENSG00000251584,174536640
ENSG00000250596,174539201
ENSG00000114354,100709361
ENSG00000171298,80101556
ENSG00000168509,146021587
ENSG00000088727,47283401
ENSG00000162944,197675320
ENSG00000269742,22065828
ENSG00000136929,97944768
ENSG00000003056,8943405
ENSG00000267084,76595584
ENSG00000286750,76619045
ENSG00000179455,23565674
ENSG00000269505,22129772
ENSG00000236540,20065146
ENSG00000259709,52124561
ENSG00000268116,22130325
ENSG00000268140,22137931
ENSG00000259327,52116574
ENSG00000269575,22140532
ENSG00000259577,52180028
ENSG00000269345,22174766
ENSG00000260978,23569297
ENSG00000282732,22215634
ENSG00000196109,22196600
ENSG00000254531,101347780
ENSG00000183597,20017014
ENSG00000164418,101181257
ENSG00000168671,36066696
ENSG00000268079,22203128
ENSG00000138814,101346739
ENSG00000269806,47626167
ENSG00000268746,47607524
ENSG00000287858,197640441
ENSG00000226856,118186231
ENSG00000236594,1164414
ENSG00000076258,171314208
ENSG00000070526,76643508
ENSG00000287851,67316539
ENSG00000269656,47768622
ENSG00000183340,96389989
ENSG00000260572,160753428
ENSG00000232900,10908966
ENSG00000105373,47745546
ENSG00000104237,54509422
ENSG00000255679,96506729
ENSG00000180432,42874470
ENSG00000258910,118834995
ENSG00000278744,134009033
ENSG00000179271,12956863
ENSG00000146411,134052378
ENSG00000256684,96508425
ENSG00000236459,42889361
ENSG00000166532,8681600
ENSG00000173811,42732575
ENSG00000229505,86029854
ENSG00000163064,118846306
ENSG00000263199,54702936
ENSG00000277440,4430522
ENSG00000280571,42804436
ENSG00000277170,4426902
ENSG00000119411,113349541
ENSG00000275515,4433202
ENSG00000263125,54754165
ENSG00000103423,4425868
ENSG00000248636,119667943
ENSG00000229765,10213881
ENSG00000182983,42906142
ENSG00000254587,96590317
ENSG00000288529,133953304
ENSG00000285665,171339299
ENSG00000121766,31296995
ENSG00000279856,77104260
ENSG00000255376,96642671
ENSG00000028839,133952170
ENSG00000183273,119334712
ENSG00000116962,236064855
ENSG00000251591,36071791
ENSG00000115386,79120362
ENSG00000168890,85602607
ENSG00000223962,148863564
ENSG00000288580,2923568
ENSG00000247095,568352
ENSG00000113303,180899077
ENSG00000149926,30030060
ENSG00000253114,54696398
ENSG00000225611,42770612
ENSG00000226098,54522799
ENSG00000144648,42804752
ENSG00000233575,1328664
ENSG00000141526,82228397
ENSG00000135447,54588405
ENSG00000274933,36264415
ENSG00000168280,148875227
