,exon_chrom_end
ENSG00000211580,46019049
ENSG00000264585,52712747
ENSG00000199347,11908271
ENSG00000207827,71403621
ENSG00000276366,240289443
ENSG00000252897,82268706
ENSG00000252468,5019266
ENSG00000202474,62802438
ENSG00000244112,118994159
ENSG00000202167,143652215
ENSG00000212036,49059658
ENSG00000271817,158700909
ENSG00000207130,128714705
ENSG00000274046,7092716
ENSG00000199085,25949986
ENSG00000201831,25170804
ENSG00000222979,121411200
ENSG00000212415,32970791
ENSG00000243548,28711476
ENSG00000207605,49020709
ENSG00000273929,54869065
ENSG00000252222,184821489
ENSG00000275133,30050772
ENSG00000252458,159230322
ENSG00000284176,102465826
ENSG00000201634,25269858
ENSG00000200935,116538276
ENSG00000201815,9371195
ENSG00000263981,87300583
ENSG00000253041,101322533
ENSG00000223215,37669005
ENSG00000274988,25345474
ENSG00000202478,63783904
ENSG00000222383,10752926
ENSG00000221059,87910345
ENSG00000207291,101634112
ENSG00000201325,137518255
ENSG00000263597,132365599
ENSG00000243398,172237591
ENSG00000275307,30973597
ENSG00000240306,26895970
ENSG00000201747,7906624
ENSG00000263972,39837613
ENSG00000201098,148987248
ENSG00000251919,72621827
ENSG00000201881,72654276
ENSG00000201813,195670474
ENSG00000207474,24703665
ENSG00000266776,31701091
ENSG00000207420,176556805
ENSG00000202521,228623785
ENSG00000202063,230820358
ENSG00000275889,54264668
ENSG00000211578,119646848
ENSG00000283461,32733077
ENSG00000206840,37994975
ENSG00000202137,201808782
ENSG00000277265,5872050
ENSG00000199963,38926977
ENSG00000238963,154905206
ENSG00000241604,29233385
ENSG00000252513,17789162
ENSG00000201355,228639455
ENSG00000199801,69986094
ENSG00000222515,22085918
ENSG00000170152,61862567
ENSG00000264512,12719190
ENSG00000200091,75655299
ENSG00000274542,32181482
ENSG00000252376,50463498
ENSG00000206660,32056839
ENSG00000197334,9091508
ENSG00000199487,41963969
ENSG00000276158,114652723
ENSG00000202189,20787055
ENSG00000244692,139609939
ENSG00000207008,2963893
ENSG00000251993,22298706
ENSG00000263755,6002030
ENSG00000212598,90030495
ENSG00000251859,14274725
ENSG00000207871,147199127
ENSG00000207022,92846182
ENSG00000242971,21794159
ENSG00000201443,108826869
ENSG00000283193,113106955
ENSG00000201549,7784511
ENSG00000207124,4515057
ENSG00000241406,41807973
ENSG00000201386,112971599
ENSG00000201955,79170335
ENSG00000207147,40513279
ENSG00000277233,48429554
ENSG00000275931,54776058
ENSG00000212601,93488452
ENSG00000277582,85210299
ENSG00000265421,54075583
ENSG00000283418,139388364
ENSG00000201555,31778905
ENSG00000239984,115606768
ENSG00000223039,151319950
ENSG00000252795,38779516
ENSG00000212387,186501215
ENSG00000242436,32655308
ENSG00000199023,1023026
ENSG00000251983,62146946
ENSG00000206739,19045367
ENSG00000201346,3384440
ENSG00000240940,62350297
ENSG00000207127,49416850
ENSG00000207414,101199377
ENSG00000238489,20855357
ENSG00000223299,96638514
ENSG00000239702,44291151
ENSG00000266168,57405090
ENSG00000253099,111383219
ENSG00000206999,75183147
ENSG00000276823,48524806
ENSG00000252494,78133522
ENSG00000199373,32176168
ENSG00000251775,63883391
ENSG00000207701,9741768
ENSG00000252416,42832550
ENSG00000202429,127472415
ENSG00000207322,135996092
ENSG00000275642,1724395
ENSG00000264218,29747948
ENSG00000273554,1147868
ENSG00000240961,91739897
ENSG00000266712,76966850
ENSG00000199701,94713812
ENSG00000223321,12406781
ENSG00000276213,152025472
ENSG00000200393,53653791
ENSG00000221803,47755962
ENSG00000278357,45523341
ENSG00000252807,170120098
ENSG00000222177,68329529
ENSG00000284139,144400165
ENSG00000222701,30471703
ENSG00000238493,55456204
ENSG00000201843,133302563
ENSG00000274862,43278168
ENSG00000222499,157017696
ENSG00000200422,87146804
ENSG00000201574,231133630
ENSG00000283622,78901249
ENSG00000223113,140370545
ENSG00000206995,52162852
ENSG00000238783,30355540
ENSG00000265584,110082218
ENSG00000276766,54102942
ENSG00000252716,206260214
ENSG00000202103,85993159
ENSG00000276367,30535680
ENSG00000222114,137687994
ENSG00000206852,41298265
ENSG00000200087,28508762
ENSG00000263815,21229628
ENSG00000200795,120293237
ENSG00000212445,68189421
ENSG00000200906,77837395
ENSG00000281863,8931632
ENSG00000272412,130310476
ENSG00000253043,130004601
ENSG00000263882,4364453
ENSG00000201001,28760803
ENSG00000201962,25352392
ENSG00000238698,199191120
ENSG00000200313,5346160
ENSG00000200105,15671810
ENSG00000206862,118569515
ENSG00000276895,391079
ENSG00000203573,40585751
ENSG00000278115,32682705
ENSG00000201228,31506404
ENSG00000253042,202527427
ENSG00000223044,82210440
ENSG00000207139,197685740
ENSG00000199231,63176019
ENSG00000277916,29171453
ENSG00000200033,221837437
ENSG00000201944,205731352
ENSG00000206676,37050930
ENSG00000275671,54869054
ENSG00000223294,64575741
ENSG00000206790,100257790
ENSG00000265388,6344837
ENSG00000212388,84939723
ENSG00000201347,178561029
ENSG00000238561,83750501
ENSG00000283842,49933137
ENSG00000207287,96743273
ENSG00000264115,15155002
ENSG00000244512,184279233
ENSG00000200256,75835323
ENSG00000212229,67210480
ENSG00000285956,139012441
ENSG00000201957,179169210
ENSG00000200924,43892796
ENSG00000273757,144551943
ENSG00000266132,29582251
ENSG00000239194,67390850
ENSG00000284385,75762315
ENSG00000264259,32505847
ENSG00000202249,101466820
ENSG00000264571,55479298
ENSG00000209645,10107735
ENSG00000201563,32705506
ENSG00000284343,75353685
ENSG00000201289,61743476
ENSG00000243035,77947772
ENSG00000212370,112778469
ENSG00000240577,5631755
ENSG00000283805,76736548
ENSG00000244044,66364320
ENSG00000252988,73298787
ENSG00000252064,57311958
ENSG00000239690,234904488
ENSG00000238370,589589
ENSG00000283798,72587313
ENSG00000222810,72377169
ENSG00000277371,125869576
ENSG00000202000,88000401
ENSG00000284585,88716337
ENSG00000199960,25195001
ENSG00000206727,25073201
ENSG00000202147,6017114
ENSG00000253030,59171262
ENSG00000275666,2652562
ENSG00000206792,12054926
ENSG00000266263,30909204
ENSG00000263741,92490220
ENSG00000207155,140700942
ENSG00000251750,240653477
ENSG00000252569,53443332
ENSG00000212258,7047336
ENSG00000266410,33177602
ENSG00000252903,31348296
ENSG00000283944,74480204
ENSG00000276123,194658675
ENSG00000195024,21381506
ENSG00000208006,50049061
ENSG00000275648,30731970
ENSG00000223120,96842384
ENSG00000200231,24237398
ENSG00000271394,35889804
ENSG00000206866,176930090
ENSG00000251873,51886769
ENSG00000238950,47827044
ENSG00000264657,27633278
ENSG00000283429,9239551
ENSG00000200356,73279168
ENSG00000207365,93021712
ENSG00000200613,109120986
ENSG00000206976,3922703
ENSG00000240439,25060939
ENSG00000207652,40810861
ENSG00000283704,119019012
ENSG00000199949,86275523
ENSG00000274709,97014066
ENSG00000277198,47042105
ENSG00000277320,76786190
ENSG00000277605,47477152
ENSG00000252618,40374176
ENSG00000202459,102695495
ENSG00000284265,35641252
ENSG00000276161,136726234
ENSG00000222305,90880179
ENSG00000194297,119331525
ENSG00000199172,95308513
ENSG00000206654,39121043
ENSG00000222509,170783271
ENSG00000216098,145997274
ENSG00000201466,12760818
ENSG00000207034,2779057
ENSG00000276089,50082484
ENSG00000276835,22633366
ENSG00000200677,90755312
ENSG00000202184,246189118
ENSG00000209582,7574847
ENSG00000208028,57519259
ENSG00000252366,101472456
ENSG00000277671,8250149
ENSG00000283931,134170111
ENSG00000252657,29777744
ENSG00000207983,12764743
ENSG00000252489,56288584
ENSG00000242175,78899154
ENSG00000199762,47489170
ENSG00000274258,8866590
ENSG00000253087,134780627
ENSG00000212469,56871276
ENSG00000207784,134541437
ENSG00000283775,112780788
ENSG00000222624,65416006
ENSG00000238540,36405274
ENSG00000275362,18615900
ENSG00000251748,33868665
ENSG00000266215,126988542
ENSG00000222378,39154296
ENSG00000283334,55451582
ENSG00000252178,123772139
ENSG00000265806,136831023
ENSG00000212455,18040733
ENSG00000201182,10037655
ENSG00000252096,4869118
ENSG00000206973,61605722
ENSG00000264603,18387860
ENSG00000277153,54869045
ENSG00000262354,69191215
ENSG00000263670,1309377
ENSG00000277634,49839493
ENSG00000284317,137450086
ENSG00000201602,248595033
ENSG00000202089,63882685
ENSG00000207299,90118461
ENSG00000221703,7234837
ENSG00000240294,24908812
ENSG00000207189,123349100
ENSG00000284587,1986477
ENSG00000266017,63819654
ENSG00000252067,23600138
ENSG00000216005,145994860
ENSG00000283920,209406
ENSG00000273610,21987777
ENSG00000202566,74218461
ENSG00000207251,27265683
ENSG00000199796,46306577
ENSG00000221251,164171556
ENSG00000251929,49901950
ENSG00000201413,134783555
ENSG00000278426,54160192
ENSG00000277034,38421774
ENSG00000216001,134540262
ENSG00000284310,144394230
ENSG00000283523,12727299
ENSG00000206697,73227260
ENSG00000198987,160404825
ENSG00000264777,28915710
ENSG00000263988,11953085
ENSG00000208013,110055426
ENSG00000199886,42398651
ENSG00000263533,75428473
ENSG00000284067,44051829
ENSG00000242236,25654881
ENSG00000275752,54264680
ENSG00000200118,170244881
ENSG00000199739,45274477
ENSG00000284256,33438437
ENSG00000265253,113594942
ENSG00000222465,70188750
ENSG00000201218,7102681
ENSG00000277888,144057380
ENSG00000284469,32170116
ENSG00000243359,115838159
ENSG00000284364,48633698
ENSG00000265813,153200017
ENSG00000264047,43904693
ENSG00000207500,27255135
ENSG00000199047,149732890
ENSG00000278413,26359702
ENSG00000265846,174423864
ENSG00000221436,110513915
ENSG00000251811,43472596
ENSG00000263993,75742426
ENSG00000265376,31161787
ENSG00000284325,140647926
ENSG00000207318,147831877
ENSG00000221275,9556316
ENSG00000200530,49497806
ENSG00000284092,227472187
ENSG00000284421,123161879
ENSG00000264536,119154716
ENSG00000270384,145431693
ENSG00000206982,128584491
ENSG00000207737,124693798
ENSG00000202060,44071701
ENSG00000253027,44765100
ENSG00000264233,535882
ENSG00000266780,75214549
ENSG00000265193,79507969
ENSG00000223019,25813917
ENSG00000202205,29445400
ENSG00000202350,45843740
ENSG00000199165,94176036
ENSG00000199455,130114510
ENSG00000221265,101330414
ENSG00000275708,8208652
ENSG00000251917,23946771
ENSG00000202058,42565330
ENSG00000274060,8249596
ENSG00000278066,27138
ENSG00000277444,144521116
ENSG00000238399,112643583
ENSG00000201943,25187616
ENSG00000207922,50173419
ENSG00000266518,219906565
ENSG00000199556,45117888
ENSG00000200079,107461669
ENSG00000278316,54966679
ENSG00000284550,6859256
ENSG00000221628,207269424
ENSG00000239555,55291675
ENSG00000212529,172252478
ENSG00000274552,41253050
ENSG00000199219,173362240
ENSG00000265423,93717005
ENSG00000206700,48344315
ENSG00000266705,181305652
ENSG00000252361,62816067
ENSG00000274034,64077010
ENSG00000278450,29064955
ENSG00000200486,25189495
ENSG00000221548,53758318
ENSG00000284082,31621531
ENSG00000241391,149291646
ENSG00000265156,31827386
ENSG00000201925,228641686
ENSG00000284412,44110912
ENSG00000207810,53680023
ENSG00000222890,101411459
ENSG00000283673,44653732
ENSG00000207997,34466418
ENSG00000263453,57895444
ENSG00000222445,125875498
ENSG00000251857,66066338
ENSG00000251952,29191808
ENSG00000207697,24520290
ENSG00000265499,14830242
ENSG00000207136,50633376
ENSG00000284361,805001
ENSG00000265003,88082599
ENSG00000253008,207110073
ENSG00000238558,132963793
ENSG00000241230,54048308
ENSG00000278447,42823943
ENSG00000277465,99368566
ENSG00000202461,12024124
ENSG00000264793,87194859
ENSG00000263872,53237190
ENSG00000202360,101138313
ENSG00000198973,219001708
ENSG00000222428,68724048
ENSG00000206858,10726004
ENSG00000283591,33418564
ENSG00000277521,112339
ENSG00000207649,56858601
ENSG00000284162,29390730
ENSG00000206762,205595147
ENSG00000284583,53982397
ENSG00000207579,770277
ENSG00000221052,52277200
ENSG00000274073,54115801
ENSG00000240713,22601707
ENSG00000284362,53762430
ENSG00000201791,178753772
ENSG00000199564,41292916
ENSG00000200502,37160237
ENSG00000243011,112856162
ENSG00000265291,104677749
ENSG00000284112,7017701
ENSG00000241756,38531338
ENSG00000207552,62944312
ENSG00000278340,28724321
ENSG00000221036,101030129
ENSG00000252644,91091138
ENSG00000284541,28958661
ENSG00000266327,36952391
ENSG00000275033,95662598
ENSG00000200366,93977135
ENSG00000201277,173254290
ENSG00000200706,38207345
ENSG00000283824,1713987
ENSG00000207989,100869148
ENSG00000222460,35643462
ENSG00000276641,4671390
ENSG00000207622,108837006
ENSG00000265776,18405762
ENSG00000199005,100911213
ENSG00000207952,31014742
ENSG00000274651,54115923
ENSG00000263575,6007904
ENSG00000252156,75768158
ENSG00000206609,25076020
ENSG00000252219,145992826
ENSG00000207639,14304049
ENSG00000283818,94571352
ENSG00000199015,101062118
ENSG00000201170,245134090
ENSG00000284402,121444352
ENSG00000206812,75109693
ENSG00000266740,65335183
ENSG00000207816,64379257
ENSG00000265144,16627085
ENSG00000212100,114639519
ENSG00000276352,101055323
ENSG00000275323,54201503
ENSG00000200391,43864005
ENSG00000276878,66023726
ENSG00000221650,107531248
ENSG00000274734,30777609
ENSG00000265258,2173138
ENSG00000283744,86278398
ENSG00000265902,74720337
ENSG00000265635,128294178
ENSG00000207248,21642160
ENSG00000274176,54138455
ENSG00000283326,67045708
ENSG00000265598,158591696
ENSG00000264136,134850356
ENSG00000238622,10801608
ENSG00000283665,17673394
ENSG00000221325,36919432
ENSG00000201713,25025126
ENSG00000283634,6152262
ENSG00000265345,124915659
ENSG00000263628,6152277
ENSG00000266583,122120167
ENSG00000207577,106784220
ENSG00000284155,64891439
ENSG00000207606,151545891
ENSG00000199090,75335186
ENSG00000238650,56073901
ENSG00000265357,123381512
ENSG00000277402,31355316
ENSG00000200969,81888985
ENSG00000278511,30025519
ENSG00000283881,247202060
ENSG00000207746,82753430
ENSG00000274066,62792771
ENSG00000266890,174751787
ENSG00000198974,40754446
ENSG00000265064,72783592
ENSG00000283676,148334554
ENSG00000266383,124133025
ENSG00000252104,64397787
ENSG00000275067,127575331
ENSG00000275344,60209156
ENSG00000212138,109060100
ENSG00000207714,149062409
ENSG00000221662,18897148
ENSG00000199697,62684010
ENSG00000272036,72615130
ENSG00000264119,87226277
ENSG00000263908,62078859
ENSG00000263436,101601497
ENSG00000284575,48644280
ENSG00000283678,132217918
ENSG00000284363,151958658
ENSG00000266203,32087007
ENSG00000284416,61815240
ENSG00000281825,45605730
ENSG00000265306,62064885
ENSG00000222436,108941310
ENSG00000264559,59595158
ENSG00000284433,63941544
ENSG00000263593,72878663
ENSG00000283789,12167038
ENSG00000284231,134546711
ENSG00000263573,15496308
ENSG00000266564,22266300
ENSG00000207121,149934483
ENSG00000275335,52336642
ENSG00000221015,51611562
ENSG00000284378,231713398
ENSG00000276926,41869698
ENSG00000265822,55225723
ENSG00000265247,142176418
ENSG00000221760,26555323
ENSG00000265538,51059905
ENSG00000283685,53751297
ENSG00000207431,146639769
ENSG00000221017,53672040
ENSG00000206728,23273910
ENSG00000283822,14529640
ENSG00000266107,82668307
ENSG00000221176,128049238
ENSG00000284542,56891355
ENSG00000284114,49832099
ENSG00000277063,93029839
ENSG00000283298,67225527
ENSG00000207873,147213591
ENSG00000265633,30943117
ENSG00000284387,13836359
ENSG00000274816,57772352
ENSG00000263816,132945771
ENSG00000283416,85741700
ENSG00000278517,4970150
ENSG00000283343,50126563
ENSG00000208027,101055491
ENSG00000207726,114209529
ENSG00000265855,80997473
ENSG00000284329,89368106
ENSG00000201701,32037653
ENSG00000266325,77698116
ENSG00000199025,101065667
ENSG00000264902,21951323
ENSG00000284179,83969857
ENSG00000277666,101141
ENSG00000221614,101044283
ENSG00000275869,936467
ENSG00000274822,113291608
ENSG00000265917,95309984
ENSG00000266255,36823599
ENSG00000283762,91351135
ENSG00000264741,73758819
ENSG00000207961,101060674
ENSG00000283188,74705747
ENSG00000275881,62393880
ENSG00000264583,47401042
ENSG00000264309,19760083
ENSG00000221365,57194576
ENSG00000263407,9048518
ENSG00000266611,51552667
ENSG00000221808,20988432
ENSG00000239398,59973207
ENSG00000263649,32749979
ENSG00000207930,24275781
ENSG00000241568,35049563
ENSG00000284442,114174179
ENSG00000274078,54191048
ENSG00000275167,45478326
ENSG00000266188,52935017
ENSG00000200871,29134120
ENSG00000278073,1296170
ENSG00000283734,160407882
ENSG00000200733,89837237
ENSG00000269782,15449608
ENSG00000284332,30503
ENSG00000206714,78317137
ENSG00000284159,6416511
ENSG00000212411,29575381
ENSG00000266530,37657215
ENSG00000266665,79707249
ENSG00000200421,37738054
ENSG00000276326,37033813
ENSG00000201014,71913856
ENSG00000264926,23929147
ENSG00000265375,89063411
ENSG00000273642,54102942
ENSG00000201395,36594147
ENSG00000278401,24023387
ENSG00000276274,77777055
ENSG00000276421,54115923
ENSG00000277359,54201503
ENSG00000278038,49966511
ENSG00000265793,21843824
ENSG00000284458,93733764
ENSG00000276176,128522449
ENSG00000265395,133371663
ENSG00000216035,29602346
ENSG00000283688,112299688
ENSG00000274418,54991632
ENSG00000265071,33128507
ENSG00000252289,10092993
ENSG00000222652,76092940
ENSG00000238456,46660760
ENSG00000252355,43435397
ENSG00000241587,66324152
ENSG00000173757,42276391
ENSG00000166049,151563839
ENSG00000215068,43041874
ENSG00000287148,115956920
ENSG00000278106,10397778
ENSG00000166813,89628780
ENSG00000251347,92974738
ENSG00000224818,201465146
ENSG00000227780,33295658
ENSG00000174307,201469188
ENSG00000272382,43034635
ENSG00000177738,43018724
ENSG00000220725,55681021
ENSG00000223767,32245660
ENSG00000251131,43018672
ENSG00000267073,1748098
ENSG00000154079,70567004
ENSG00000103126,346322
ENSG00000205922,1754854
ENSG00000177721,43043170
ENSG00000278487,43143514
ENSG00000271967,70596980
ENSG00000259615,89582297
ENSG00000272144,43062441
ENSG00000232389,70609334
ENSG00000218870,70664279
ENSG00000140534,89576240
ENSG00000259251,62060843
ENSG00000225939,31299578
ENSG00000231433,31279994
ENSG00000233486,31269783
ENSG00000172262,43065233
ENSG00000232575,30765221
ENSG00000130032,151694743
ENSG00000233841,31260711
ENSG00000112818,46793467
ENSG00000260171,206822294
ENSG00000223858,29680888
ENSG00000229321,206841231
ENSG00000261478,89510416
ENSG00000236926,29708299
ENSG00000259218,89510123
ENSG00000259713,89518569
ENSG00000285190,87413061
ENSG00000175749,103033031
ENSG00000206206,33300936
ENSG00000225130,30108223
ENSG00000267778,1238226
ENSG00000134480,87412908
ENSG00000276234,37406949
